id,name,category,description,price
665,Resistance Welding Product 665,Resistance Welding,High-quality resistance welding solution designed for industrial use.,16099.93
666,Electric Drives and Controls Product 666,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,1256.03
667,Tightening Technology Product 667,Tightening Technology,High-quality tightening technology solution designed for industrial use.,18994.14
668,Assembly Technology Product 668,Assembly Technology,High-quality assembly technology solution designed for industrial use.,16820.77
669,Industrial Hydraulics Product 669,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,854.11
670,Electric Drives and Controls Product 670,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,19397.17
671,Kassow Robots Product 671,Kassow Robots,High-quality kassow robots solution designed for industrial use.,18324.74
672,Resistance Welding Product 672,Resistance Welding,High-quality resistance welding solution designed for industrial use.,9122.78
673,Mobile Hydraulics and Electronics Product 673,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,16436.05
674,Resistance Welding Product 674,Resistance Welding,High-quality resistance welding solution designed for industrial use.,13206.49
675,Mobile Robotics Product 675,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,19333.26
676,Resistance Welding Product 676,Resistance Welding,High-quality resistance welding solution designed for industrial use.,17876.96
677,Gear Technology Product 677,Gear Technology,High-quality gear technology solution designed for industrial use.,4493.18
678,Kassow Robots Product 678,Kassow Robots,High-quality kassow robots solution designed for industrial use.,15754.26
679,Resistance Welding Product 679,Resistance Welding,High-quality resistance welding solution designed for industrial use.,17936.01
680,Electric Drives and Controls Product 680,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,3579.68
681,Tightening Technology Product 681,Tightening Technology,High-quality tightening technology solution designed for industrial use.,18816.77
682,Industrial Hydraulics Product 682,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,2521.16
683,Electric Drives and Controls Product 683,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,2073.61
684,Industrial Hydraulics Product 684,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,11155.32
685,Electric Drives and Controls Product 685,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,18449.17
686,Gear Technology Product 686,Gear Technology,High-quality gear technology solution designed for industrial use.,4744.93
687,Kassow Robots Product 687,Kassow Robots,High-quality kassow robots solution designed for industrial use.,18365.39
688,Moulding and Casting Technologies Product 688,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,8241.36
689,Electric Drives and Controls Product 689,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,5961.77
690,Electric Drives and Controls Product 690,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,17731.31
691,Linear Motion Technology Product 691,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,17335.05
692,Industrial Hydraulics Product 692,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,2819.02
693,Moulding and Casting Technologies Product 693,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,15208.71
694,Assembly Technology Product 694,Assembly Technology,High-quality assembly technology solution designed for industrial use.,8130.79
695,Electric Drives and Controls Product 695,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,17769.0
696,Assembly Technology Product 696,Assembly Technology,High-quality assembly technology solution designed for industrial use.,13014.66
697,Tightening Technology Product 697,Tightening Technology,High-quality tightening technology solution designed for industrial use.,2377.3
698,Tightening Technology Product 698,Tightening Technology,High-quality tightening technology solution designed for industrial use.,8166.88
699,Industrial Hydraulics Product 699,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,10969.93
700,Mobile Robotics Product 700,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,7467.41
701,Assembly Technology Product 701,Assembly Technology,High-quality assembly technology solution designed for industrial use.,3366.72
702,Kassow Robots Product 702,Kassow Robots,High-quality kassow robots solution designed for industrial use.,11882.2
703,Mobile Robotics Product 703,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,12131.83
704,Moulding and Casting Technologies Product 704,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,9201.78
705,Industrial Hydraulics Product 705,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,6016.12
706,Tightening Technology Product 706,Tightening Technology,High-quality tightening technology solution designed for industrial use.,1410.21
707,Resistance Welding Product 707,Resistance Welding,High-quality resistance welding solution designed for industrial use.,14026.88
708,Resistance Welding Product 708,Resistance Welding,High-quality resistance welding solution designed for industrial use.,7765.59
709,Electric Drives and Controls Product 709,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,19446.88
710,Hägglunds Product 710,Hägglunds,High-quality hägglunds solution designed for industrial use.,1914.62
711,Mobile Robotics Product 711,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,1689.29
712,Industrial Hydraulics Product 712,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,1088.8
713,Mobile Robotics Product 713,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,13372.36
